question_id ;question_english;correct_answer_english;incorrect_answer_1_english;incorrect_answer_2_english;incorrect_answer_3_english;question_french;correct_answer_french;incorrect_answer_1_french;incorrect_answer_2_french;incorrect_answer_3_french
A-006-002-004;If the incoming signal to the mixer is 3 600 kHz and the first IF is 9 MHz, at which one of the following frequencies would the local oscillator (LO) operate?;5 400 kHz;3 400 kHz;10 600 kHz;21 600 kHz;Si le signal appliqué à l'entrée du mélangeur d'un récepteur est de 3 600 kHz et la fréquence du premier étage intermédiaire est de 9 MHz, l'oscillateur local doit fonctionner à :;5 400 kHz;3 400 kHz;10 600 kHz;21 600 kHz
A-006-002-005;The BFO is off-set slightly (500 - 1 500 Hz) from the incoming signal to the detector. This is required:;to beat with the incoming signal;to pass the signal without interruption;to provide additional amplification;to protect the incoming signal from interference;La fréquence de l'oscillateur de battement est légèrement décalée (de 500 à 1 500 Hz) par rapport à celle du signal appliqué au détecteur afin :;de produire un battement audible avec le signal d'entrée;de faire passer le signal sans interruption;de produire de l'amplification additionnelle;de protéger le signal d'entrée contre le brouillage
A-006-002-006;It is very important that the oscillators contained in a superheterodyne receiver are:;stable and spectrally pure;sensitive and selective;stable and sensitive;selective and spectrally pure;Il est très important que les oscillateurs utilisés dans un récepteur superhétérodyne :;soient stables et produisent un spectre pur;soient sensibles et sélectifs;soient stables et sensibles;soient sélectifs et produisent un spectre pur
A-006-002-007;In a superheterodyne receiver, a stage before the IF amplifier has a variable capacitor in parallel with a trimmer capacitor and an inductance. The variable capacitor is for:;tuning of the local oscillator (LO);tuning both the antenna and the BFO;tuning of the beat-frequency oscillator (BFO);tuning both the antenna and the LO;Dans un récepteur superhétérodyne, un étage avant l'amplificateur FI comprend un condensateur variable connecté en parallèle à un condensateur d'appoint ("trimmer") et une bobine. Le condensateur variable sert à :;accorder l'oscillateur local;accorder l'antenne et l'oscillateur de battement;accorder l'oscillateur de battement;accorder à la fois l'antenne et l'oscillateur local
A-006-002-008;In a superheterodyne receiver without an RF amplifier, the input to the mixer stage has a variable capacitor in parallel with an inductance. The variable capacitor is for:;tuning the receiver preselector to the reception frequency;tuning both the antenna and the beat-frequency oscillator;tuning the beat-frequency oscillator;tuning both the antenna and the local oscillator;Dans un récepteur superhétérodyne sans amplificateur RF, l'entrée du mélangeur est dotée d'un condensateur variable connecté en parallèle avec une bobine. Le condensateur variable sert à :;accorder le présélecteur sur la fréquence d'opération;accorder l'antenne et l'oscillateur de battement;accorder l'oscillateur de battement;accorder à la fois l'antenne et l'oscillateur local
A-006-002-009;What receiver stage combines a 14.25-MHz input signal with a 13.795-MHz oscillator signal to produce a 455-kHz intermediate frequency (IF) signal?;Mixer;BFO;VFO;Multiplier;Quel étage d'un récepteur combine un signal d'entrée de 14,250 MHz avec un signal de 13,795 MHz de l'oscillateur local pour produire un signal de fréquence intermédiaire de 455 kHz?;Le mélangeur;L'oscillateur de battement ("BFO");L'oscillateur à fréquence variable (VFO);Le multiplicateur
A-006-002-010;Which two stages in a superheterodyne receiver have input tuned circuits tuned to the same frequency?;RF and first mixer;IF and local oscillator;RF and IF;RF and local oscillator;Quels sont les deux étages d'un récepteur superhétérodyne dont les circuits sont accordés à la même fréquence?;RF et premier mélangeur;FI et oscillateur local;RF et FI;RF et oscillateur local
A-006-002-011;The mixer stage of a superheterodyne receiver:;produces an intermediate frequency;produces spurious signals;acts as a buffer stage;demodulates SSB signals;Le mélangeur d'un récepteur superhétérodyne :;produit une fréquence intermédiaire;produit des signaux parasites;sert d'étage tampon;assure la démodulation des signaux BLU
A-006-003-001;What is meant by the noise floor of a receiver?;The weakest signal that can be detected above the receiver internal noise;The weakest signal that can be detected under noisy atmospheric conditions;The minimum level of noise that will overload the receiver RF amplifier stage;The amount of noise generated by the receiver local oscillator;En parlant d'un récepteur, que veut dire l'expression "seuil du niveau de bruit" ("noise floor")?;Le signal le plus faible qui peut être détecté, juste au-dessus du bruit interne du récepteur;Le signal le plus faible qui peut être détecté dans des conditions atmosphériques bruyantes;Le niveau minimal de bruit qui surchargera l'amplificateur RF du récepteur;La quantité de bruit généré par l'oscillateur local du récepteur
A-006-003-002;Which of the following is a purpose of the first IF amplifier stage in a receiver?;To improve selectivity and gain;To tune out cross-modulation distortion;To increase dynamic response;To improve noise figure performance;Quel est le rôle principal de l'amplificateur FI dans un récepteur?;Améliorer la sélectivité et le gain;Éliminer la distorsion de transmodulation;Améliorer la réponse dynamique;Améliorer le facteur de bruit ("noise figure")
A-006-003-003;How much gain should be used in the RF amplifier stage of a receiver?;Sufficient gain to allow weak signals to overcome noise generated in the first mixer stage;As much gain as possible, short of self-oscillation;It depends on the amplification factor of the first IF stage;Sufficient gain to keep weak signals below the noise of the first mixer stage;Combien de gain doit avoir l'étage d'un amplificateur RF d'un récepteur?;Suffisamment de gain pour permettre aux signaux faibles de surpasser le bruit généré par le mélangeur;Autant de gain que possible, sans provoquer l'oscillation;Cela dépend du facteur d'amplification du premier étage de FI;Suffisamment de gain pour garder les signaux faibles sous le bruit généré par le mélangeur
A-006-003-004;What is the primary purpose of an RF amplifier in a receiver?;To improve the receiver noise figure;To vary the receiver image rejection by using the AGC;To develop the AGC voltage;To provide most of the receiver gain;Quelle est la principale utilité d'un amplificateur RF dans un récepteur?;Améliorer le facteur de bruit ("noise figure") du récepteur;Varier le rejet de la fréquence image du récepteur en utilisant la commande automatique de gain ("AGC");Produire la tension de commande automatique de gain;Fournir la plus grande partie du gain du récepteur
A-006-003-005;How is receiver sensitivity often expressed for UHF FM receivers?;RF level for 12 dB SINAD;RF level for a given Bit Error Rate (BER);Noise Figure in decibels;Overall gain in decibels;Comment exprime-t-on habituellement la sensibilité des récepteurs FM UHF?;Amplitude de signal RF pour obtenir un rapport SINAD de 12 dB; Amplitude de signal RF pour obtenir un taux d'erreur binaire ("BER") donné;Facteur de bruit ("noise figure") en décibels;Gain global en décibels
A-006-003-006;What is the term used for the decibel difference (or ratio) between the largest tolerable receiver input signal (without causing audible distortion products) and the minimum discernible signal (sensitivity)?;Dynamic range;Design parameter;Stability;Noise figure;Quelle expression est en fait le rapport en décibels entre le signal maximal admissible (reproduit sans distorsion audible) et le signal minimal détectable (sensibilité) à l'entrée d'un récepteur?;La gamme dynamique;Le paramètre de conception;La stabilité;Le facteur de bruit ("noise figure")
A-006-003-007;The lower the receiver noise figure becomes, the greater will be the receiver's _________:;sensitivity;rejection of unwanted signals;selectivity;stability;Dans un récepteur, plus le facteur de bruit ("noise figure") est faible, plus :;sa sensibilité est grande;son rejet des signaux non désirés est grand;sa sélectivité est grande;sa stabilité est grande
A-006-003-008;The noise generated in a receiver of good design originates in the:;RF amplifier and mixer;detector and AF amplifier;BFO and detector;IF amplifier and detector;Le bruit produit dans un récepteur bien conçu provient :;de l'amplificateur RF et du mélangeur;du détecteur et de l'amplificateur AF;de l'oscillateur de battement et du détecteur;de l'amplificateur FI et du détecteur
A-006-003-009;Why are very low noise figures relatively unimportant for a high frequency receiver?;External HF noise, man-made and natural, are higher than the internal noise generated by the receiver;Ionospheric distortion of the received signal creates high noise levels;The use of SSB and CW on the HF bands overcomes the noise;Regardless of the front end, the succeeding stages when used on HF are very noisy;En ce qui concerne la sensibilité d'un récepteur haute fréquence, pourquoi est-il relativement peu important que le facteur de bruit ("noise figure") soit très bas?;Le bruit externe causé par les humains ou par des parasites est plus fort que le bruit interne du récepteur;La distorsion ionosphérique des signaux reçus crée beaucoup de bruit;Sur les bandes HF, l'utilisation de la BLU et du code Morse surmonte le bruit;Quelles que soient les caractéristiques de l'étage d'entrée, les étages suivants produisent beaucoup de bruit dans les bandes HF
A-006-003-010;The term which relates specifically to the amplitude levels of multiple signals that can be accommodated during reception is called:;dynamic range;AGC;cross-modulation index;noise figure;L'expression qui a trait de façon toute particulière à l'amplitude de signaux proches qu'un récepteur peut accepter sans dégradation du signal de sortie s'appelle :;la gamme dynamique;la commande automatique de gain ("AGC");l'indice de transmodulation;le facteur de bruit ("noise figure")
A-006-003-011;Normally, front-end selectivity is provided by the resonant networks both before and after the RF stage in a superheterodyne receiver. This whole section of the receiver is often referred to as the:;preselector;preamble;preamplifier;pass-selector;Normalement, dans un récepteur superhétérodyne, la sélectivité du bloc d'accord RF provient des circuits résonants utilisés à l'entrée et à la sortie de l'étage RF. Cette partie du récepteur est souvent appelée :;un présélecteur;un préambule;un préamplificateur;un passeur-sélecteur
A-006-004-001;What audio shaping network is added at an FM receiver to restore proportionally attenuated lower audio frequencies?;A de-emphasis network;A pre-emphasis network;An audio prescaler;A heterodyne suppressor;Quel circuit faut-il ajouter à un récepteur FM pour restaurer proportionnellement les basses fréquences atténuées?;Un circuit de désaccentuation;Un circuit de préaccentuation;Un prédiviseur ("prescaler") audio;Un suppresseur hétérodyne
A-006-004-002;What does a product detector do?;It mixes an incoming signal with a locally generated carrier;It provides local oscillations for input to a mixer;It amplifies and narrows band-pass frequencies;It detects cross-modulation products;Que fait un détecteur de produit?;Il mélange le signal reçu avec une porteuse produite localement;Il fournit les oscillations locales à l'entrée du mélangeur;Il amplifie et rétrécit les fréquences de la bande passante;Il détecte les produits de transmodulation
A-006-004-003;Distortion in a receiver that only affects strong signals usually indicates a defect in or mis-adjustment of the:;automatic gain control (AGC);IF amplifier;AF amplifier;RF amplifier;Un récepteur qui produit de la distorsion seulement lorsqu'il capte un fort signal a ordinairement une défectuosité (ou mauvais réglage) dans :;la commande automatique de gain ("AGC");l'amplificateur FI;l'amplificateur AF;l'amplificateur RF
A-006-004-004;In a superheterodyne receiver with automatic gain control (AGC), as the strength of the signal increases, the AGC:;reduces the receiver gain;increases the receiver gain;distorts the signal;introduces limiting;Dans un récepteur superhétérodyne avec commande automatique de gain ("AGC"), à mesure que la force du signal augmente, ce contrôle :;réduit le gain du récepteur;augmente le gain du récepteur;produit de la distorsion dans le signal;introduit de la limitation
A-006-004-005;The amplified IF signal is applied to the ____________ stage in a superheterodyne receiver:;detector;RF amplifier;audio output;LO;Dans un récepteur superhétérodyne, le signal FI amplifié est appliqué à l'étage appelé :;détecteur;amplificateur RF;sortie audio;oscillateur local
A-006-004-006;The low-level output of a detector is:;applied to the AF amplifier;grounded via the chassis;fed directly to the speaker;applied to the RF amplifier;Le signal à bas niveau à la sortie du détecteur est :;appliqué à l'amplificateur AF;mis à la terre par l'intermédiaire du châssis;appliqué directement au haut-parleur;appliqué à l'amplificateur RF
A-006-004-007;The overall output of an AM/CW/SSB receiver can be adjusted by means of manual controls on the receiver or by use of a circuit known as:;automatic gain control;automatic frequency control;inverse gain control;automatic load control;Le niveau de sortie global d'un récepteur AM/CW/BLU peut être réglé au moyen de commandes manuelles ou au moyen d'un circuit appelé :;commande automatique de gain;commande automatique de fréquence;commande inverse de gain;commande automatique de charge
A-006-004-008;AGC voltage is applied to the:;RF and IF amplifiers;AF and IF amplifiers;RF and AF amplifiers;detector and AF amplifiers;La tension de commande automatique de gain ("AGC") est appliquée :;aux amplificateurs RF et FI;aux amplificateurs AF et FI;aux amplificateurs RF et AF;au détecteur et aux amplificateurs AF
A-006-004-009;AGC is derived in a receiver from one of two circuits. Depending on the method used, it is called:;IF derived or audio derived;RF derived or audio derived;IF derived or RF derived;detector derived or audio derived;La tension de la commande automatique de gain ("AGC") provient de l'un ou l'autre des deux étages suivants :;FI ou audiofréquence;radiofréquence ou audiofréquence;FI ou radiofréquence;détecteur ou audiofréquence
A-006-004-010;Which two variables primarily determine the behaviour of an automatic gain control (AGC) loop?;Threshold and decay time;Blanking level and slope;Slope and bandwidth;Clipping level and hang time;Quelles deux variables caractérisent l'essentiel de l'action de la Commande Automatique de Gain ("AGC")?;Seuil et délai de fonctionnement ("Threshold and decay time");Niveau de suppression du bruit et pente ("Blanking level and slope");Pente et largeur de bande ("Slope and bandwidth");Niveau d'écrêtage et délai de fonctionnement ("Clipping level and hang time")
A-006-004-011;What circuit combines signals from an IF amplifier stage and a beat-frequency oscillator (BFO), to produce an audio signal?;A product detector circuit;An AGC circuit;A power supply circuit;A VFO circuit;Quel circuit mélange les signaux de l'amplificateur FI et de l'oscillateur de battement ("BFO") pour produire le signal audio?;Le détecteur de produit;La commande automatique de gain ("AGC");Le bloc d'alimentation;L'oscillateur à fréquence variable
A-006-005-001;What part of a superheterodyne receiver determines the image rejection ratio of the receiver?;RF amplifier pre-selector;Product detector;AGC loop;IF filter;Quelle partie d'un récepteur superhétérodyne détermine le taux de rejet de la fréquence image?;Le présélecteur de l'amplificateur RF;Le détecteur de produit;La boucle de commande automatique de gain ("AGC");Le filtre FI
A-006-005-002;What is the term for the reduction in receiver sensitivity caused by a strong signal near the received frequency?;Desensitization;Cross-modulation interference;Squelch gain rollback;Quieting;Comment appelle-t-on la diminution de la sensibilité dans un récepteur, lorsqu'elle est causée par un signal très fort tout près de la fréquence utilisée?;La désensibilisation;L'interférence par transmodulation;Baisse de gain du circuit antibruit ("squelch");Atténuation du bruit de fond ("quieting")
A-006-005-003;What causes receiver desensitization?;Strong near frequency signals;Squelch gain adjusted too high;Squelch gain adjusted too low;Audio gain adjusted too low;Qu'est-ce qui provoque la désensibilisation d'un récepteur?;Des signaux très forts sur une fréquence proche;Le gain du circuit antibruit ("squelch") ajusté trop haut;Le gain du circuit antibruit ("squelch") ajusté trop bas;Le gain audio ajusté trop bas
A-006-005-004;What is one way receiver desensitization can be reduced?;Use a cavity filter;Decrease the receiver squelch gain;Increase the receiver bandwidth;Increase the transmitter audio gain;Comment réduire la désensibilisation d'un récepteur?;Utiliser un filtre à cavité;Diminuer le gain du circuit antibruit ("squelch") du récepteur;Augmenter la largeur de bande du récepteur;Augmenter le gain audio de l'émetteur
A-006-005-005;What causes intermodulation in an electronic circuit?;Nonlinear circuits or devices;Too little gain;Positive feedback;Lack of neutralization;Quelle est la cause de l'intermodulation dans un circuit électronique?;Les circuits ou les composants non linéaires;Pas assez de gain;Une rétroaction positive;Un manque de neutralisation
A-006-005-006;Which of the following is an important reason for using a VHF intermediate frequency in an HF receiver?;To move the image response far away from the filter passband;To provide a greater tuning range;To tune out cross-modulation distortion;To prevent the generation of spurious mixer products;Quelle est la raison principale de l'utilisation d'une fréquence intermédiaire VHF dans un récepteur HF?;Pour éloigner la réponse image de la bande passante du filtre;Pour augmenter la gamme de syntonisation;Pour éliminer la distorsion de transmodulation;Pour éviter la production de signaux indésirables par le mélangeur
A-006-005-007;Intermodulation interference is produced by:;the mixing of two or more signals in the front-end of a superheterodyne receiver;the interaction of products from high-powered transmitters in the area;the high-voltage stages in the final amplifier of an amplitude or frequency-modulated transmitter;the mixing of more than one signal in the first or second intermediate frequency amplifiers of a receiver;La distorsion d'intermodulation (brouillage) est produite par :;Le mélange de deux ou de plus de deux signaux dans l'étage d'entrée d'un récepteur superhétérodyne;L'interaction de produits issus d'émetteurs à haute puissance situés dans le voisinage;Les étages à haute tension de l'amplificateur de puissance d'un émetteur à modulation d'amplitude ou de fréquence;Le mélange de plus d'un signal dans le premier ou le deuxième amplificateur à fréquence intermédiaire d'un récepteur
A-006-005-008;Which of the following is NOT a direct cause of instability in a receiver?;Dial display accuracy;Mechanical rigidity;Feedback components;Temperature variations;Lequel des énoncés suivants N'EST PAS une cause directe d'instabilité dans un récepteur?;L'exactitude du cadran d'accord;Le manque de rigidité mécanique;Les composants utilisés dans les circuits de rétroaction ("feedback");Les variations de température
A-006-005-009;Poor frequency stability in a receiver usually originates in the:;local oscillator and power supply;detector;RF amplifier;mixer;Ordinairement, le peu de stabilité en fréquence d'un récepteur provient :;de l'oscillateur local et du bloc d'alimentation;du détecteur;de l'amplificateur RF;du mélangeur
A-006-005-010;Poor dynamic range of a receiver can cause many problems when a strong signal appears within or near the front-end bandpass. Which of the following is NOT caused as a direct result?;Feedback;Desensitization;Intermodulation;Cross-modulation;Dans un récepteur, une gamme dynamique de faible étendue peut causer de nombreux problèmes lorsqu'un signal apparaît dans la bande passante ou même à l'extérieur de la bande passante du bloc d'accord RF. Dans les termes suivants, lequel n'est pas un résultat direct de cette déficience?;La rétroaction;La désensibilisation;L'intermodulation;La transmodulation
A-006-005-011;Which of these measurements is a good indicator of VHF receiver performance in an environment of strong out-of-band signals?;Two-tone Third-Order IMD Dynamic Range, 10 MHz spacing;Third-Order Intercept Point;Blocking Dynamic Range;Intermediate frequency rejection ratio;Sur un récepteur VHF, lequel des essais suivants donne une bonne indication de son comportement en présence de forts signaux hors bande?;Dynamique d'intermodulation de troisième ordre, espacement de 10 MHz;Point d'interception de troisième ordre;Gamme dynamique de blocage;Taux de rejet de la fréquence intermédiaire
A-007-001-001;For an antenna tuner of the "Transformer" type, which of the following statements is FALSE?;The circuit is known as a Pi-type antenna tuner;The input is suitable for 50 ohm impedance;The output is suitable for impedances from low to high;The circuit is known as a transformer-type antenna tuner;Pour un bloc d'accord d'antenne de type "transformateur", lequel des énoncés suivants est FAUX?;C'est un bloc d'accord d'antenne en pi;L'entrée convient à une impédance de 50 ohms;La sortie convient à des impédances allant de basses à hautes;C'est un bloc d'accord d'antenne de type transformateur
A-007-001-002;For an antenna tuner of the "Series" type, which of the following statements is false?;The circuit is known as a Pi-type antenna tuner;The circuit is known as a Series-type antenna tuner;The output is suitable for impedances from low to high;The input is suitable for impedance of 50 ohms;Pour un bloc d'accord d'antenne du type "en série", lequel des énoncés suivants est faux?;C'est un bloc d'accord d'antenne en pi;C'est un bloc d'accord d'antenne de type en série;La sortie convient à des impédances allant de basses à hautes;L'entrée convient à une impédance de 50 ohms
A-007-001-003;For an antenna tuner of the "L" type, which of the following statements is false?;The circuit is suitable for matching to a vertical ground plane antenna;The transmitter input is suitable for 50 ohms impedance;The antenna output is high impedance;The circuit is known as an L-type antenna tuner;Pour un bloc d'accord d'antenne du type "L", lequel des énoncés suivants est faux?;Le circuit convient pour accorder une antenne verticale à plan de sol;L'entrée de l'émetteur convient à une impédance de 50 ohms;La sortie de l'antenne est à haute impédance;C'est un bloc d'accord d'antenne en L
A-007-001-004;For an antenna tuner of the "Pi" type, which of the following statements is false?;The circuit is a series-type antenna tuner;The transmitter input is suitable for impedance of 50 ohms;The antenna output is suitable for impedances from low to high;The circuit is a Pi-type antenna tuner;Pour un bloc d'accord d'antenne du type "pi", lequel des énoncés suivants est faux?;C'est un bloc d'accord d'antenne de type en série;L'entrée de l'émetteur convient à une impédance de 50 ohms;La sortie de l'antenne convient à des impédances allant de basses à hautes;C'est un bloc d'accord d'antenne en pi
A-007-001-005;What is a pi-network?;A network consisting of one inductor and two capacitors or two inductors and one capacitor;An antenna matching network that is isolated from ground;A network consisting of four inductors or four capacitors;A power incidence network;Qu'est-ce qu'un adaptateur en pi?;Un circuit composé d'un condensateur et de deux bobines, ou d'une bobine et de deux condensateurs;Un adaptateur d'antenne non relié à une prise de terre;Un circuit composé de 4 bobines et de 4 condensateurs;Un circuit d'incidence de puissance
A-007-001-006;Which type of network offers the greatest transformation ratio?;Pi-network;Chebyshev;Butterworth;L-network;Quel genre d'adaptateur offre la gamme d'adaptation la plus étendue?;L'adaptateur en pi;Tchebychev;Butterworth;L'adaptateur en L
A-007-001-007;Why is an L-network of limited utility in impedance matching?;It matches only a small impedance range;It is thermally unstable;It is prone to self-resonance;It has limited power handling capability;Pourquoi l'adaptateur en "L" a-t-il une utilité très limitée, lorsqu'utilisé comme adaptateur d'impédance?;Il ne peut servir comme adaptateur que pour une gamme limitée d'impédance;Il est instable sur le plan thermique;Il est porté à résonner;Il a une capacité limitée pour supporter la puissance
A-007-001-008;How does a network transform one impedance to another?;It cancels the reactive part of an impedance and changes the resistive part;It produces transconductance to cancel the reactive part of an impedance;It introduces negative resistance to cancel the resistive part of an impedance;Network resistances substitute for load resistances;Comment un adaptateur peut-il modifier l'impédance?;Il annule la composante réactive de l'impédance, puis en transforme la partie résistive;Il fournit la transconductance pour annuler la réactance de l'impédance;Il introduit une résistance négative pour annuler la partie résistive de l'impédance;En remplaçant les résistances du circuit par des résistances de charge
A-007-001-009;What advantage does a pi-L network have over a pi-network for impedance matching between a vacuum tube linear amplifier and a multiband antenna?;Greater harmonic suppression;Higher efficiency;Lower losses;Greater transformation range;Quel avantage a l'adaptateur "pi-L" sur l'adaptateur "pi" pour accorder l'impédance entre un amplificateur linéaire à tube à vide et une antenne multibande?;Une plus grande suppression d'harmoniques;Un rendement plus élevé;Moins de pertes;Une plus grande gamme de transformation
A-007-001-010;Which type of network provides the greatest harmonic suppression?;Pi-L network;Inverse pi-network;Pi-network;L-network;Quel genre d'adaptateur favorise le plus la suppression d'harmoniques?;L'adaptateur pi-L;L'adaptateur en pi inversé;L'adaptateur en pi;L'adaptateur L
A-007-001-011;A Smith Chart is useful:;because it simplifies mathematical operations;only to solve matching and transmission line problems;to solve problems in direct current circuits;because it only works with complex numbers;Un abaque de Smith ("Smith Chart") est utile :;Car elle simplifie les opérations mathématiques;Seulement pour résoudre des problèmes d'adaptation et de ligne de transmission;Pour résoudre des calculs relatifs aux circuits à courant continu;Car elle ne fonctionne qu'avec des nombres complexes
A-007-002-001;What kind of impedance does a quarter wavelength transmission line present to the source when the line is shorted at the far end?;A very high impedance;The same as the characteristic impedance of the transmission line;The same as the output impedance of the source;A very low impedance;Quel genre d'impédance une ligne de transmission d'un quart de longueur d'onde présente-t-elle à la source lorsque cette ligne est court-circuitée à l'extrémité?;Une très haute impédance;La même impédance que l'impédance caractéristique de la ligne de transmission;L'impédance de sortie de la source;Une très basse impédance
A-007-002-002;What kind of impedance does a quarter wavelength transmission line present to the source if the line is open at the far end?;A very low impedance;A very high impedance;The same as the output impedance of the source;The same as the characteristic impedance of the transmission line;Quel genre d'impédance une ligne de transmission d'un quart de longueur d'onde présente-t-elle à la source lorsque la ligne est ouverte à l'extrémité?;Une très basse impédance;Une très haute impédance;La même impédance que l'impédance de sortie de la source;La même impédance que l'impédance caractéristique de la ligne de transmission
A-007-002-003;What kind of impedance does a half wavelength transmission line present to the source when the line is open at the far end?;A very high impedance;The same as the characteristic impedance of the transmission line;The same as the output impedance of the source;A very low impedance;Quel genre d'impédance une ligne de transmission d'une demi-longueur d'onde présente-t-elle à la source lorsque la ligne est ouverte à l'extrémité?;Une très haute impédance;La même impédance que l'impédance caractéristique de la ligne de transmission;La même impédance que l'impédance de sortie de la source;Une très basse impédance
A-007-002-004;What kind of impedance does a half wavelength transmission line present to the source when the line is shorted at the far end?;A very low impedance;A very high impedance;The same as the characteristic impedance of the transmission line;The same as the output impedance of the source;Quel genre d'impédance une ligne de transmission d'une demi-longueur d'onde présente-t-elle à la source lorsque cette ligne est court-circuitée à l'extrémité?;Une très basse impédance;Une très haute impédance;La même impédance que l'impédance caractéristique de la ligne de transmission;La même impédance que l'impédance de sortie de la source
A-007-002-005;What is the velocity factor of a transmission line?;The velocity of the wave on the transmission line divided by the velocity of light;The velocity of the wave on the transmission line multiplied by the velocity of light in a vacuum;The index of shielding for coaxial cable;The ratio of the characteristic impedance of the line to the terminating impedance;Qu'est-ce que le facteur de vélocité d'une ligne de transmission?;La vitesse de l'onde dans la ligne de transmission divisée par la vitesse de la lumière;La vitesse de l'onde dans la ligne de transmission multipliée par la vitesse de la lumière dans le vide;L'indice de blindage du câble coaxial;Le rapport de l'impédance caractéristique d'une ligne de transmission et de l'impédance de terminaison
A-007-002-006;What is the term for the ratio of the actual velocity at which a signal travels through a transmission line to the speed of light in a vacuum?;Velocity factor;Characteristic impedance;Surge impedance;Standing wave ratio;Quel est le terme utilisé pour exprimer le rapport entre la vitesse de l'onde dans la ligne de transmission et la vitesse de la lumière dans le vide?;Le facteur de vélocité;L'impédance caractéristique;L'impédance de pointe;Le rapport d'onde stationnaire
A-007-002-007;What is a typical velocity factor for coaxial cable with polyethylene dielectric?;0.66;0.33;0.1;2.7;Quel est le facteur de vélocité typique d'un câble coaxial ayant un diélectrique en polyéthylène?;0,66;0,33;0,1;2,7
A-007-002-008;What determines the velocity factor in a transmission line?;Dielectrics in the line;The line length;The centre conductor resistivity;The terminal impedance;Qu'est-ce qui détermine le facteur de vélocité d'une ligne de transmission?;Le diélectrique de la ligne;La longueur de la ligne;La résistivité du conducteur central;L'impédance terminale
A-007-002-009;Why is the physical length of a coaxial cable shorter than its electrical length?;RF energy moves slower along the coaxial cable than in air;The surge impedance is higher in the parallel transmission line;Skin effect is less pronounced in the coaxial cable;The characteristic impedance is higher in a parallel transmission line;Pourquoi la longueur physique d'un câble coaxial est-elle plus courte que sa longueur électrique?;L'énergie RF voyage plus lentement dans le câble coaxial que dans l'air;L'impédance de pointe est plus grande dans une ligne de transmission parallèle;L'effet pelliculaire ("skin effect") est moins prononcé dans un câble coaxial;L'impédance caractéristique est plus élevée dans une ligne de transmission parallèle
A-007-002-010;The reciprocal of the square root of the dielectric constant of the material used to separate the conductors in a transmission line gives the ____________ of the line:;velocity factor;VSWR;impedance;hermetic losses;L'inverse de la racine carrée de la constante diélectrique de l'isolant utilisé pour séparer les conducteurs d'une ligne de transmission donne :;le facteur de vélocité de la ligne;le rapport d'onde stationnaire (ROS) de la ligne;l'impédance de la ligne;les pertes hermétiques de la ligne
A-007-002-011;The velocity factor of a transmission line is the:;ratio of the velocity of propagation in the transmission line to the velocity of propagation in free space;impedance of the line, e.g. 50 ohm, 75 ohm, etc.;speed at which the signal travels in free space;speed to which the standing waves are reflected back to the transmitter;Le facteur de vélocité d'une ligne de transmission est :;Le rapport de la vitesse de propagation des ondes mesurée dans une ligne de transmission et celle mesurée en espace libre ("free space");L'impédance de la ligne, par exemple : 50 ohms, 75 ohms, etc.;La vitesse à laquelle les ondes se propagent dans l'espace libre;La vitesse à laquelle les ondes stationnaires sont réfléchies vers l'émetteur
A-007-003-001;What term describes a method used to match a high-impedance transmission line to a lower impedance antenna by connecting the line to the driven element in two places, spaced a fraction of a wavelength on each side of the driven element centre?;The T match;The gamma match;The omega match;The stub match;Quel terme décrit la méthode employée pour accorder l'impédance élevée d'une ligne de transmission à la basse impédance d'une antenne en reliant la ligne à l'élément alimenté à deux endroits situés à une fraction de longueur d'onde, de chaque côté du centre de l'élément?;Un adaptateur en T;Un adaptateur gamma;Un adaptateur oméga;Un adaptateur à segment de ligne ("stub")
A-007-003-002;What term describes an unbalanced feed system in which the driven element of an antenna is fed both at the centre and a fraction of a wavelength to one side of centre?;The gamma match;The omega match;The stub match;The T match;Quel terme décrit le raccordement d'une ligne asymétrique à l'élément alimenté d'une antenne lorsque ce branchement est fait à la fois au centre de l'élément et à une fraction de longueur d'onde sur un côté de l'élément?;L'adaptateur gamma;L'adaptateur oméga;L'adaptateur à segment de ligne ("stub");L'adaptateur en T
A-007-003-003;What term describes a method of antenna impedance matching that uses a short section of transmission line connected to the antenna transmission line near the antenna and perpendicular to the transmission line?;The stub match;The omega match;The delta match;The gamma match;Quel terme décrit l'adaptateur d'impédance qui utilise une courte section de ligne de transmission dont une extrémité est branchée en parallèle à un point précis sur la ligne qui alimente l'antenne?;Un adaptateur à segment de ligne ("stub");Un adaptateur oméga;Un adaptateur delta;Un adaptateur gamma
A-007-003-004;Assuming a velocity factor of 0.66 what would be the physical length of a typical coaxial stub that is electrically one quarter wavelength long at 14.1 MHz?;3.51 metres (11.5 feet);20 metres (65.6 feet);2.33 metres (7.64 feet);0.25 metre (0.82 foot);En supposant 0,66 comme facteur de vélocité, quelle devrait être la longueur physique d'une ligne d'adaptation d'une longueur électrique d'un quart de longueur d'onde à 14,100 MHz?;3,51 mètres (11,5 pieds);20 mètres (65,6 pieds);2,33 mètres (7,64 pieds);0,25 mètre (0,82 pied)
